Product code;Product name;List price;Price;Sale;Product line;Quantity;Downloadable;Category;Secondary categories;Description;Features;;Meta keywords;Meta description;Search words;Page title;
CRV-0039;Контейнер Fresh&Go квадратный, 2,9 л [00562-007];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00562-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[2,9]; Объем: T[2,9 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[23]; Глубина, см: O[23]; Высота, см: O[8,3]; Вес, кг: O[]; Примечания: T[]";;;; ;Контейнер Fresh&Go квадратный, 2,9 л; 
CRV-0040;Контейнер Fresh&Go прямоугольный, 2 л [00555-139];140;140;0;Fresh&Go;100;0;Ящики, контейнеры///Пищевые контейнеры;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00555-139]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[2]; Объем: T[2 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[25,6]; Глубина, см: O[16,7]; Высота, см: O[7]; Вес, кг: O[]; Примечания: T[]";;;; ;Контейнер Fresh&Go прямоугольный, 2 л; 
CRV-0041;Контейнер Fresh&Go прямоугольный, 2 л [00555-007];140;140;0;Fresh&Go;100;0;Ящики, контейнеры///Пищевые контейнеры;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00555-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[2]; Объем: T[2 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[25,6]; Глубина, см: O[16,7]; Высота, см: O[7]; Вес, кг: O[]; Примечания: T[]";;;; ;Контейнер Fresh&Go прямоугольный, 2 л; 
CRV-0042;Контейнер Fresh&Go прямоугольный, 3 л [00556-139];170;170;0;Fresh&Go;100;0;Ящики, контейнеры///Пищевые контейнеры;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00556-139]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[3]; Объем: T[3 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[25,6]; Глубина, см: O[16,7]; Высота, см: O[10]; Вес, кг: O[]; Примечания: T[]";;;; ;Контейнер Fresh&Go прямоугольный, 3 л; 
CRV-0043;Контейнер Fresh&Go прямоугольный, 3 л [00556-007];170;170;0;Fresh&Go;100;0;Ящики, контейнеры///Пищевые контейнеры;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00556-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[3]; Объем: T[3 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[25,6]; Глубина, см: O[16,7]; Высота, см: O[10]; Вес, кг: O[]; Примечания: T[]";;;; ;Контейнер Fresh&Go прямоугольный, 3 л; 
CRV-0044;Набор квадратных контейнеров Fresh&Go, 3 предмета [08924-139];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,25 л х 1 шт<br />- контейнер, 0,8 л х 1 шт<br />- контейнер, 1,7 л х 1 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08924-139]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[19,5]; Глубина, см: O[19,5]; Высота, см: O[7]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 3 предмета; 
CRV-0045;Набор квадратных контейнеров Fresh&Go, 3 предмета [08924-007];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,25 л х 1 шт<br />- контейнер, 0,8 л х 1 шт<br />- контейнер, 1,7 л х 1 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08924-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[19,5]; Глубина, см: O[19,5]; Высота, см: O[7]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 3 предмета; 
CRV-0046;Набор квадратных контейнеров Fresh&Go, 4 предмета [08927-139];320;320;0;Fresh&Go;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,25 л х 1 шт<br />- контейнер, 0,8 л х 1 шт<br />- контейнер, 1,7 л х 1 шт<br />- контейнер, 2,9 л х 1 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08927-139]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[22,5]; Глубина, см: O[22,5]; Высота, см: O[8,5]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 4 предмета; 
CRV-0047;Набор квадратных контейнеров Fresh&Go, 4 предмета [08927-007];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,25 л х 1 шт<br />- контейнер, 0,8 л х 1 шт<br />- контейнер, 1,7 л х 1 шт<br />- контейнер, 2,9 л х 1 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08927-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[22,5]; Глубина, см: O[22,5]; Высота, см: O[8,5]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 4 предмета; 
CRV-0048;Набор квадратных контейнеров Fresh&Go, 3 предмета [08559-139];200;200;0;Fresh&Go;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,8 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08559-139]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[15,5]; Глубина, см: O[15,5]; Высота, см: O[11]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 3 предмета; 
CRV-0049;Набор квадратных контейнеров Fresh&Go, 3 предмета [08559-007];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,8 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08559-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[15,5]; Глубина, см: O[15,5]; Высота, см: O[11]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 3 предмета; 
CRV-0050;Набор квадратных контейнеров Fresh&Go, 3 предмета [08560-139];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 1,2 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08560-139]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[15,5]; Глубина, см: O[15,5]; Высота, см: O[12]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 3 предмета; 
CRV-0051;Набор квадратных контейнеров Fresh&Go, 3 предмета [08560-007];0;0;0;Fresh&Go;0;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 1,2 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08560-007]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[15,5]; Глубина, см: O[15,5]; Высота, см: O[12]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Fresh&Go, 3 предмета; 
CRV-0052;Набор квадратных контейнеров Take Away, 3 предмета [08313-2];180;180;0;Take Away;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,7 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08313-2]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[0,7]; Объем: T[0,7 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[17]; Глубина, см: O[17]; Высота, см: O[8]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Take Away, 3 предмета; 
CRV-0053;Набор прямоугольных контейнеров Take Away, 3 предмета [08324-2];220;220;0;Take Away;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,95 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08324-2]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[0,95]; Объем: T[0,95 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[24]; Глубина, см: O[16,5]; Высота, см: O[8]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор прямоугольных контейнеров Take Away, 3 предмета; 
CRV-0054;Набор квадратных контейнеров Take Away, 3 предмета [08323-2];190;190;0;Take Away;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 1,2 л х 3 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08323-2]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[1,2]; Объем: T[1,2 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[17]; Глубина, см: O[17]; Высота, см: O[12]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Take Away, 3 предмета; 
CRV-0055;Набор прямоугольных контейнеров Take Away, 4 предмета [08324];280;280;0;Take Away;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,95 л х 4 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08324]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[0,95]; Объем: T[0,95 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[24]; Глубина, см: O[16]; Высота, см: O[10]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор прямоугольных контейнеров Take Away, 4 предмета; 
CRV-0056;Набор квадратных контейнеров Take Away, 5 предметов [08313];300;300;0;Take Away;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 0,7 л х 5 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08313]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[0,7]; Объем: T[0,7 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[16]; Глубина, см: O[16]; Высота, см: O[11]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Take Away, 5 предметов; 
CRV-0057;Набор квадратных контейнеров Take Away, 5 предметов [08323];270;270;0;Take Away;100;0;Ящики, контейнеры///Пищевые контейнеры;;"<table class=""pd1"" border=""0"" cellspacing=""1"" cellpadding=""0"">
<tbody>
<tr>
<td><span style=""font-weight: bold;"">&nbsp;&nbsp; Состав набора:</span><br /></td>
</tr>
<tr>
<td>- контейнер, 1,2 л х 5 шт</td>
</tr>
</tbody>
</table>";"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[08323]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[1,2]; Объем: T[1,2 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[16,5]; Глубина, см: O[16]; Высота, см: O[14]; Вес, кг: O[]; Примечания: T[]";;;; ;Набор квадратных контейнеров Take Away, 5 предметов; 
CRV-0058;Футляр для мелочей [02921];290;290;0;;100;0;Ящики, контейнеры///Контейнеры для мелочей;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02921]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[25]; Глубина, см: O[26,7]; Высота, см: O[7,1]; Вес, кг: O[]; Примечания: T[]";;;; ;Футляр для мелочей; 
CRV-0059;Футляр для мелочей [07747];420;420;0;;100;0;Ящики, контейнеры///Контейнеры для мелочей;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[07747]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[26,4]; Глубина, см: O[26,7]; Высота, см: O[7,1]; Вес, кг: O[]; Примечания: T[]";;;; ;Футляр для мелочей; 
CRV-0060;Футляр для мелочей [07746];260;260;0;;100;0;Ящики, контейнеры///Контейнеры для мелочей;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[07746]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[23,8]; Глубина, см: O[18,3]; Высота, см: O[7,1]; Вес, кг: O[]; Примечания: T[]";;;; ;Футляр для мелочей; 
CRV-0061;Ящик для инструментов [02956];800;800;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02956]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[41,5]; Глубина, см: O[22]; Высота, см: O[20]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов; 
CRV-0062;Ящик для инструментов Basics [02900];250;250;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02900]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[32]; Глубина, см: O[17,5]; Высота, см: O[13,5]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов Basics; 
CRV-0063;Ящик для инструментов [07711];0;0;0;;0;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[07711]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[37]; Глубина, см: O[20]; Высота, см: O[16,5]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов; 
CRV-0064;Ящик для инструментов Basics [02901];540;540;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02901]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[42]; Глубина, см: O[22]; Высота, см: O[19]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов Basics; 
CRV-0065;Ящик для инструментов Premium [02925];1030;1030;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02925]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[41,4]; Глубина, см: O[22,3]; Высота, см: O[20,5]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов Premium; 
CRV-0066;Ящик для инструментов Premium [02934];1540;1600;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02934]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[51]; Глубина, см: O[26]; Высота, см: O[15]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов Premium; 
CRV-0067;Ящик для инструментов [07714];0;0;0;;0;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[07714]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[51]; Глубина, см: O[26]; Высота, см: O[24]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов; 
CRV-0068;Ящик для инструментов Premium [02935];2120;2200;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02935]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[58]; Глубина, см: O[29]; Высота, см: O[30]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов Premium; 
CRV-0069;Ящик для мастерской [02924];0;0;0;;0;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02924]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[36]; Глубина, см: O[14]; Высота, см: O[11]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для мастерской; 
CRV-0070;Ящик для мастерской, 42х29х36 см [02903];2070;2150;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02903]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[42]; Глубина, см: O[29]; Высота, см: O[36]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для мастерской, 42х29х36 см; 
CRV-0071;Ящик для мастерской, 46х19х39 см [02910-1];1860;1930;0;;100;0;Ящики, контейнеры///Ящики для инструментов;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02910-1]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[46]; Глубина, см: O[19]; Высота, см: O[39]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для мастерской, 46х19х39 см; 
CRV-0073;Ящик для инструментов Cars, 13 л [02898-C01];540;540;0;;100;0;Ящики, контейнеры///Ящики для инструментов;Ящики, контейнеры///Ящики для игрушек; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02898-C01]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[13]; Объем: T[13 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[30]; Глубина, см: O[16]; Высота, см: O[20]; Вес, кг: O[]; Примечания: T[]";;;; ;Ящик для инструментов Cars, 13 л; 
CRV-0074;Контейнер хозяйственный, 90 л [02974];0;0;0;;0;0;Ящики, контейнеры///Контейнеры для мусора;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[02974]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[90]; Объем: T[90 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[49]; Глубина, см: O[19]; Высота, см: O[58]; Вес, кг: O[]; Примечания: T[]";;;; ;Контейнер хозяйственный, 90 л; 
CRV-0075;"Корзина ""Альфа"" 1, 31х18х11 см [15164]";130;99;1;Alfa ;100;0;Корзины///Корзины для хранения;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[15164]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[31]; Глубина, см: O[18]; Высота, см: O[11]; Вес, кг: O[]; Примечания: T[]";;;; ;"Корзина ""Альфа"" 1, 31х18х11 см"; 
CRV-0076;"Корзина ""Альфа"" 2, 35х25х16 см [15165]";230;230;0;Alfa ;100;0;Корзины///Корзины для хранения;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[15165]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[35]; Глубина, см: O[25]; Высота, см: O[16]; Вес, кг: O[]; Примечания: T[]";;;; ;"Корзина ""Альфа"" 2, 35х25х16 см"; 
CRV-0077;"Корзина ""Альфа"" 3, 41х30х16 см [15166]";280;280;0;Alfa ;100;0;Корзины///Корзины для хранения;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[15166]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[41]; Глубина, см: O[30]; Высота, см: O[16]; Вес, кг: O[]; Примечания: T[]";;;; ;"Корзина ""Альфа"" 3, 41х30х16 см"; 
CRV-0078;"Корзина ""Альфа"" 4, 43х31х26 см [15167]";0;400;0;Alfa ;100;0;Корзины///Корзины для хранения;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[15167]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[]; Объем: T[]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[43]; Глубина, см: O[31]; Высота, см: O[26]; Вес, кг: O[]; Примечания: T[]";;;; ;"Корзина ""Альфа"" 4, 43х31х26 см"; 
CRV-0079;Корзина для белья, 45 л [00819];810;810;0;;100;0;Корзины///Корзины для белья;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00819]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[45]; Объем: T[45 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[45]; Глубина, см: O[37]; Высота, см: O[46]; Вес, кг: O[]; Примечания: T[]";;;; ;Корзина для белья, 45 л; 
CRV-0081;Корзина для белья, 60 л [00820];900;900;0;;100;0;Корзины///Корзины для белья;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[00820]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[60]; Объем: T[60 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[44,5]; Глубина, см: O[37]; Высота, см: O[60]; Вес, кг: O[]; Примечания: T[]";;;; ;Корзина для белья, 60 л; 
CRV-0082;Корзина для белья Standart, 60 л [05017];0;0;0;;0;0;Корзины///Корзины для белья;; ;"Производитель: E[Curver, Польша]; Производители (фильтры): E[Curver]; Артикул производителя: T[05017]; Материал (фильтры): E[Пластик]; Материал: T[пластик]; Объем л. (фильтры): O[60]; Объем: T[60 л]; Диаметр, см: O[]; Длина, см: O[]; Ширина, см: O[46]; Глубина, см: O[34]; Высота, см: O[59]; Вес, кг: O[]; Примечания: T[]";;;; ;Корзина для белья Standart, 60 л; 
